"Number","skills","Month_Exper"
"21079","MySQL","0"
"21085","Embedded systems","36"
"21085","MIPS","36"
"21085","ARM","36"
"21085","OMAP","36"
"21085","Networking","36"
"21085","IEEE 802.3/802.11","36"
"21085","Linux kernel 2.6","36"
"21085","ANSI C","36"
"21085","Shell scripting","36"
"21085","Perl","36"
"21085","Python","36"
"21085","libssl","36"
"21085","TR-069","36"
"21085","Ralink SDK","36"
"21085","Busybox","36"
"21085","Buildroot","36"
"21085","U-Boot","36"
"21085","GNU build system","36"
"21085","GoAhead WebServer","36"
"21085","Buildbot","36"
"21085","Git","36"
"21085","Embedded","36"
"21085","MicroC/OS-II","36"
"21085","C","36"
"21085","RequisitePro","36"
"21085","ClearQuest","36"
"21085","Linux","36"
"21085","FreeBSD","36"
"21085","Solaris","36"
"21085","Maemo","36"
"21085","C++","36"
"21085","MySQL","36"
"21085","Apache 2","36"
"21085","Xlib","36"
"21085","Xt","36"
"21085","OpenMotif","36"
"21085","Qt","36"
"21085","CPPUnit","36"
"21085","GNU Autotools","36"
"21085","Scons","36"
"21085","Valgrind","36"
"21085","Debian GNU/Linux","36"
"21085","vsftpd","36"
"21085","squid","36"
"21086","","0"
"21088","","0"
"21089","Java","0"
"21089","Python","0"
"21089","MongoDB","0"
"21089","Tornado","0"
"21089","Django","0"
"21089","JavaScript","0"
"21089","Blender","0"
"21089","RenderMan","0"
"21089","PostgreSQL","0"
"21089","Solr","0"
"21089","WTForms","0"
"21089","Nuxeo","0"
"21091","","63"
"21092","","0"
"21095","","159"
"21097","","0"
"21098","","48"
"21099","","0"
"21100","","88"
"21101",".Net framework","0"
"21101","MS SQL 2000","0"
"21101","MS SQL 2005","0"
"21101","Oracle8i","0"
"21101","Window / Linux OS environments","0"
"21101","ASP.NET 2.0 (C#) and MSSQL Express","0"
"21102","","344"
"21103","","0"
"21104","","53"
"21105","","24"
"21106","","0"
"21107","","116"
"21108","","0"
"21109","","12"
"21110","","120"
"21111","","276"
"21112","","60"
"21113","","43"
"21114","","68"
"21115","Java","284"
"21115","JSP","284"
"21115","Tomcat/Apache","284"
"21115","Eclipse IDE","284"
"21115","MySQL","284"
"21115","ORACLE 8.1.7","284"
"21117","Visual Basic","144"
"21117","DAO","144"
"21117","ADO","144"
"21117","Server program based on MS SQL Server","144"
"21117","client program based on Visual Basic","144"
"21117","ODBC","144"
"21117","Java","144"
"21117","C/C++","144"
"21117","POSIX threads","144"
"21117","Epoll","144"
"21117","Java NIO","144"
"21117","Sockets","144"
"21117","JNI","144"
"21117","Android NDK","144"
"21117","SQLite","144"
"21117","Facebook SDK","144"
"21117","PayPal SDK","144"
"21117","Star Micronics Printer SDK","144"
"21117","Urban Airship SDK","144"
"21117","Visual studio C++","144"
"21117","gcc","144"
"21117","STL","144"
"21117","XML","144"
"21117","MySQL","144"
"21117","Cygwin","144"
"21117","Visual Studio","144"
"21117","MFC","144"
"21117","Direct Show","144"
"21117","DirectX SDK","144"
"21117","Win32","144"
"21117","Networking TCP/IP","144"
"21117","UDP","144"
"21117","Multithreading","144"
"21117","Qualcomm's BREW SDK","144"
"21117","Symbian S60.3","144"
"21117","OpenCV","144"
"21117","IPP","144"
"21117","ARMadillo 500","144"
"21117","Analog Device's Visual DSP","144"
"21117","ARM Developer Suite","144"
"21117","IAR","144"
"21117","JTag","144"
"21117","ARM asm","144"
"21118","","48"
"21119","JavaSE","60"
"21119","JavaEE","60"
"21119","GWT","60"
"21119","MyBatis","60"
"21119","JDBC","60"
"21119","jaxb","60"
"21119","spring","60"
"21119","apache poi","60"
"21119","maven","60"
"21119","MS SQL","60"
"21119","git","60"
"21120","","0"
"21121","","140"
"21122","","72"
"21123","","12"
"21124","","656"
"21125","Joomla CMS","10"
"21126","","140"
"21127","","0"
"21128","","108"
"21129","","5"
"21130","","420"
"21131","","288"
"21132","","31"
"21134","Java","61"
"21134","JavaScript","61"
"21134","XML","61"
"21134","PHP","61"
"21134","MySQL","61"
"21134","Objective-C (iOS SDK)","61"
"21134","Java (Android SDK)","61"
"21134","Json","61"
"21135","xCode","12"
"21135","SVN","12"
"21135","SQLite Manager","12"
"21135","Cocoa Framework","12"
"21135","CFNetwork framework","12"
"21135","Core Location framework","12"
"21135","Obj-C","12"
"21135","SQL","12"
"21135","XML","12"
"21135","HTML","12"
"21135","Audio Toolbox","12"
"21135","Bonjor","12"
"21135","PayPal API","12"
"21135","XML,MS Visual Studio,Dynamsoft Anywhere Hosted,MS SQL Server 2008,.NET,WFP,C#,SQL,MS Visual Studio,Dynamsoft Anywhere Hosted,MS SQL Server 2008,.NET,WFP,C#,SQL,xCode,Cocoa Framework,Obj-C ,Windows Waveform Audio Interface,Open Source L.A.M.E encoding engine,.NET,C#","12"
"21135","MS Visual Studio","12"
"21135","ClanLib Open Source library for developing 2D games","12"
"21135","WinAPI","12"
"21135","C++","12"
"21135","Qt Builder","12"
"21135","Qt","12"
"21135","TTP","12"
"21135","MFC","12"
"21135","STL","12"
"21135","COM","12"
"21135","Jira","12"
"21135","CVS","12"
"21135","Perforce","12"
"21137","Perl","11"
"21137","MySQL. Linux","11"
"21137","Python","11"
"21137","Javascript","11"
"21137","XML","11"
"21137","XSL","11"
"21137","Linux","11"
"21137","FreeBSD","11"
"21137","MySQL","11"
"21137","PostgreSQL","11"
"21137","SQLite","11"
"21137","git","11"
"21137","svn","11"
"21139","","254"
"21140","","24"
"21141","","180"
"21142","","0"
"21143","","105"
"21144","","0"
"21145","","156"
"21146","","0"
"21147","","312"
"21148","","464"
"21149","Microsoft SQL Server 2000","0"
"21150","","24"
"21152","","176"
"21153","","232"
"21154","","0"
"21155","MS SQL 2005/2008","35"
"21155","MS Visual Studio 2005","35"
"21155","Windows XP","35"
"21155","Mac OS X","35"
"21155","XML","35"
"21155","VMware","35"
"21155","Windows 7 x64","35"
"21155","Mac OS X Lion","35"
"21155","VSphere","35"
"21155","MS SQL 2005","35"
"21155","Windows Server","35"
"21155","Windows SBS","35"
"21155","MS Sharepoint","35"
"21156","","104"
"21157","","0"
"21158","","71"
"21159","","0"
"21160","","0"
"21161","","0"
"21162","","0"
"21163","","62"
"21164","","9"
"21165","","0"
"21166","Few Web servers Apache+PHP+MySQL. Nginx. Mail Server Exim. DNS Server BIND. Few Windows Web servers on Windows 2003 with IIS","0"
"21166","Mail Enable","0"
"21166","MySQL","0"
"21166","Also Zabbix","0"
"21166","Wiki. Backup system on Amanda Network Backup","0"
"21168","Flash (AS2/AS3)","48"
"21168","Visual Stupdio","48"
"21168","HTML (XML)","48"
"21168","iPhone SDK","48"
"21168","Pure AS3","48"
"21168","Flex","48"
"21168","AS3","48"
"21169","","68"
"21171","Oracle 11g","0"
"21172","","0"
"21173","","0"
"21174","","0"
"21175","","18"
"21176","","56"
"21178","Oracle 10g","0"
"21178","Oracle Business Intelligence","0"
"21178","TOAD","0"
"21178","Erwin","0"
"21178","Data Junction","0"
"21178","VB.NET","0"
"21178","ASP.NET","0"
"21178","Power Builder","0"
"21178","Visual Source Safe","0"
"21178","MS Excel","0"
"21178","SQL Server 2000/2005","0"
"21178","Oracle 9i/10g","0"
"21178","SQL Query Analyzer","0"
"21178","Toad","0"
"21178","PL/SQL Developer","0"
"21178","Visio","0"
"21178","MS Excel","0"
"21178","MS Project","0"
"21178","SQL Server 2000","0"
"21178","MS Access","0"
"21178","Visual Basic 6","0"
"21178","Crystal Reports 10","0"
"21178","Microsoft Visio","0"
"21178","Databases","0"
"21178","Data warehousing &amp","0"
"21178","Data Mining","0"
"21179","","0"
"21180","","0"
"21181","","188"
"21182","","0"
"21183","","0"
"21184","","145"
"21185","","0"
"21186","SQL Server2000","72"
"21186","SQL Server2005","72"
"21186","Sql Scripting","72"
"21186","Sql Scripting","72"
"21186","Ascential DataStage 7.5 Server Job Edition","72"
"21186","CRF Management","72"
"21186","System Analysis","72"
"21187","","72"
"21188","","0"
"21189","Autodesk AutoCAD","56"
"21189","Microsoft Office","56"
"21189","FIT Bug Track","56"
"21189","Redmine","56"
"21189","wide variety of software for mobile phones based on different platforms (Symbian","56"
"21189","Windows Mobile","56"
"21189","Android)","56"
"21189","Jira","56"
"21189","Pivotal Tracker","56"
"21189","VMWare","56"
"21189","Bugzilla","56"
"21189","JIRA","56"
"21189","WinCVS","56"
"21189","Mercury Quality Center.  Environments: All Windows","56"
"21189","MacOS X","56"
"21189","Solaris 10","56"
"21189","SQL","56"
"21189","Oracle databases","56"
"21189","Browserstack","56"
"21189","JMeter","56"
"21192","","44"
"21193","1C: Enterprise 7.7 (all components)","0"
"21193","SQL","0"
"21193","Delphi","0"
"21193","InterBase","0"
"21193","HTML","0"
"21193","PHP","0"
"21193","Visual FoxPro","0"
"21193","BPwin","0"
"21193","Word","0"
"21193","Exel","0"
"21194","Oracle Application R12 installation on Linux &amp","36"
"21194","Windows","36"
"21194","HRIS System","36"
"21194","Office &amp","36"
"21194","Web","36"
"21194","Testing and Design e-CBR Portal","36"
"21194","Database Management","36"
"21195","","0"
"21196","","60"
"21198","","26"
"21199","","0"
"21200","","70"
"21201","","103"
"21202","","70"
"21203","","0"
"21204","","0"
"21205","","71"
"21206","","0"
"21207","MS SQL Server 2005","0"
"21207","SSIS","0"
"21207","ASP.Net","0"
"21207","MS SQL Server 2008","0"
"21207","MS Silverlight","0"
"21207","Oracle 10g","0"
"21207","Oracle BI","0"
"21207","PowerBuilder","0"
"21207","IBM Informix","0"
"21207","IBM Informix-4GL","0"
"21207","IBM Informix-NewEra","0"
"21207","Java","0"
"21208","1&amp","87"
"21208","#1057","87"
"21208","PHP","87"
"21208","PHP","87"
"21208","Java","87"
"21208","Python","87"
"21209","","0"
"21210","","68"
"21211","","0"
"21213","","0"
"21214","","256"
"21215","","0"
"21216","","0"
"21220","","0"
"21221","Windows XP","95"
"21221","Vista","95"
"21222","","84"
"21223","","25"
"21224","","116"
"21225","","24"
"21226","VS.Net 2010","0"
"21226","C#","0"
"21226","Asp.Net 3.5","0"
"21226","Ajax","0"
"21226","JavaScript","0"
"21226","SQL Server 2005","0"
"21226","Crystal Reports","0"
"21226","Jquery","0"
"21226","JSON","0"
"21226","WebServices","0"
"21226","TFS","0"
"21226","Microsoft Enterprise Library","0"
"21226","VS.Net 2008","0"
"21226","JQuery","0"
"21226","VS.Net 2005","0"
"21226","Asp.Net 2.0","0"
"21226","SQL Server","0"
"21226","SqlServer2005","0"
"21226","Pegasus imaging development kitDeveloped a Library Management System for universities and colleges using Asp.NET","0"
"21226","and MS SQL Server 2000 as database server. The software provided a full User Interface and Admin Section","0"
"21228","C# .NET 2.0","0"
"21228","SQL Server 2000","0"
"21228","Infragistic Controls","0"
"21228","VB .NET","0"
"21228","SQL Server 2005","0"
"21228","ASP.net 2.0/C#","0"
"21228","SQL Server2005","0"
"21228","ASP.net 1.1/C#","0"
"21228","C# .NET v1.1","0"
"21228","SQL Server","0"
"21228","Telerik controls","0"
"21228","ASP.NET using C# .NET","0"
"21228","SQL Server","0"
"21228","ASP.NET using C# v1.1","0"
"21228","ASP.NET 3.5","0"
"21228","Javascript","0"
"21228","Flash","0"
"21229","","0"
"21230","C#.Net","0"
"21230","Asp.Net Web Services","0"
"21230","SQL Server 2000","0"
"21230","BizTalk Server 2004","0"
"21230","Microsoft Business Solution Navision. Nextel web services and APIs","0"
"21230","Cingular web services and APIs","0"
"21230","Asp.Net","0"
"21230","JavaScript","0"
"21230","Visual Studio 2005","0"
"21230","Rational Rose","0"
"21230","UML","0"
"21230","NetCool/Webtop (a product of IBM)","0"
"21230","OQL","0"
"21230","java","0"
"21230","JSP","0"
"21230","Shell Scripting","0"
"21230","MySQL","0"
"21230","Netcool/Precision (an ODMG standard object based database)","0"
"21230","C#.NET","0"
"21230",".Net Active Reports","0"
"21230","Dev Express Controls","0"
"21230",".NET Active Reports","0"
"21230","Dev Express Controls","0"
"21230","Visio 2003","0"
"21230","COM+","0"
"21230","XML Technologies (DOM APIs XPath and X Query Language","0"
"21230","Xpointer APIs)","0"
"21230","Visual Basic","0"
"21230","ASP 3.0","0"
"21230","VB Script. Visio 2003","0"
"21230","VB.Net","0"
"21230","Crystal Reports 9","0"
"21230","Infragistics and Sync Fusion Essential Grid Third party controls. Rational Rose","0"
"21230","Erwin. Role: Programmer/Developer","0"
"21230","Crystal Reports","0"
"21230","Rational Rose. Erwin","0"
"21232","","352"
"21233","Asp.net","1"
"21233","SQL server 2000","1"
"21233","AJAX","1"
"21233",".Net Framework 2.0","1"
"21233","and SQL Server","1"
"21233",".Net Framework 4.0","1"
"21233","Asp.net","1"
"21233","SQL Server 2008","1"
"21233","Microsoft Enterprise Library","1"
"21233","Linq","1"
"21233","Entity Framework and JQuery","1"
"21235","","68"
"21237","","516"
"21238","","0"
"21239","","15"
"21241","","0"
"21242","","12"
"21243","","0"
"21244","","0"
"21245","","14"
"21247","","0"
"21248","","268"
"21249","","0"
"21250","(.Net","68"
"21250","ASP.NET","68"
"21250","SqlServer 2005","68"
"21250","ADO.Net","68"
"21250","Sitefinity)","68"
"21250","SQL Server 2008","68"
"21250","LINQ)","68"
"21250","LINQ","68"
"21250","WCF","68"
"21250","Platina","68"
"21250","LTA","68"
"21250","W3D3","68"
"21250","Asp.Net MVC","68"
"21250","Sql Server 2008","68"
"21250","WWF)","68"
"21250","SqLite","68"
"21250","Nhibernate","68"
"21250","Lucene)","68"
"21250","LLBLGen Pro)","68"
"21252","","130"
"21253","","24"
"21254","","16"
"21255","C++","36"
"21255","C#","36"
"21255",".NET","36"
"21255","ASP.NET","36"
"21255","Microsoft Windows","36"
"21255","IIS","36"
"21255","CoreXT","36"
"21255","Source Depot","36"
"21255","Product Studio","36"
"21255","TSQL","36"
"21255","MS SQL Server","36"
"21255","STL","36"
"21255","boost","36"
"21255","Qt","36"
"21255","Flex","36"
"21255","Bizon","36"
"21255","SQLite","36"
"21255","Visual Studio.NET 2003","36"
"21255","Windows","36"
"21255","Linux x86/x86_64","36"
"21256","","0"
"21259","VB.Net and MS SQL Server 2005","0"
"21259","C#.Net and ASP.Net","0"
"21259","C#.Net","0"
"21259","MS SQL Server","0"
"21260","ASP.NET","0"
"21260","C#","0"
"21260","SQL Server 2000","0"
"21260","Microsoft CRM 3.0","0"
"21260","VB.NET","0"
"21260","SQL Server","0"
"21260","Crystal Reports","0"
"21261","","144"
"21262","C#","0"
"21262","CRM Sdk 3.0","0"
"21262","CRM Sdk 4.0","0"
"21262","XML","0"
"21262","VB.NET","0"
"21262","ADO.NET","0"
"21262","MS SQL SERVER 2000","0"
"21262","Crystal Reports","0"
"21262","Crystal Reports","0"
"21263","","564"
"21264","","0"
"21265","","0"
"21266","","204"
"21268","","0"
"21269","","12"
"21270","Borland C++ Builder","66"
"21270","DBMS InterBase","66"
"21270","C++","66"
"21270","STL","66"
"21270","some boost libs","66"
"21270","IBM WebSphere MQ","66"
"21270","gcc","66"
"21270","vim","66"
"21270","IBM ClearCase","66"
"21270","MoCCA IDE","66"
"21270","Eclipse SDK","66"
"21270","Perforce system","66"
"21270","Webkit core","66"
"21270","gdb","66"
"21270","sccs","66"
"21270","Silk test","66"
"21271","","0"
"21274","","0"
"21275","","0"
"21276","","260"
"21277","","116"
"21278","","0"
"21279","","24"
"21280","","48"
"21281","","200"
"21282","j2me","24"
"21282","Android","24"
"21282","java","24"
"21282","C/C++","24"
"21282","QT","24"
"21282","drivers","24"
"21282","assembler","24"
"21282","ARM","24"
"21282","embedded","24"
"21284","Delphi","39"
"21284","Oracle","39"
"21284","Power Designer","39"
"21284","MS Visual FoxPro 9","39"
"21284","MS SQL Database Server 2005","39"
"21285","","80"
"21286","","0"
"21287","","0"
"21288","CMS","34"
"21288","Intranet/Extranet databases","34"
"21288","team work","34"
"21289","","24"
"21291","","21"
"21293","","36"
"21294","","0"
"21295","","40"
"21296","","51"
"21297","","244"
"21298","","164"
"21299","","0"
"21300","","72"
"21301","","0"
"21302","","0"
"21303","","216"
"21304","","12"
"21305","","208"
"21306","","372"
"21307","","36"
"21308","","96"
"21309","","196"
"21310","","12"
"21311","","592"
"21312","","256"
"21314","","92"
"21315","","0"
"21316","","0"
"21317","","600"
"21319","","496"
"21321","","72"
"21323","PHP","0"
"21323","Java Script","0"
"21323","Zend Web Services","0"
"21323","Propel","0"
"21323","MySQL","0"
"21323","Smarty","0"
"21323","Ajax","0"
"21323","VB.Net","0"
"21323","MS SQL Server","0"
"21325","","0"
"21326","XCode","28"
"21326","Objective C","28"
"21326","Cocoa","28"
"21326","MAC OS X","28"
"21326","SQlite","28"
"21326","Facebook Api","28"
"21326","StoreKIT","28"
"21326","GameKit","28"
"21326","cocos2D","28"
"21326","Objective C,C--,Cocoa,MAC OS X ,SQLite,JSON,haXe ,NekoVM","28"
"21326","IDEA","28"
"21326","TOAD","28"
"21326","PL-SQL Developer","28"
"21326","JSP","28"
"21326","JDBC","28"
"21326","Applets","28"
"21326","JReports","28"
"21326","Ant","28"
"21326","SVN","28"
"21326","Oracle 8","28"
"21326","MS Visual Studio NET","28"
"21326","VC-","28"
"21326","MFC","28"
"21326","ActiveX","28"
"21326","STL","28"
"21326","Sockets","28"
"21326","XML","28"
"21327","","8"
"21328","Java","0"
"21328","IBM Tivoli Monitoring","0"
"21328","MBeans","0"
"21328","","0"
"21330","","88"
"21331","","0"
"21332","","84"
"21333","","0"
"21334","","48"
"21337","","36"
"21338","","94"
"21339","Web Services","0"
"21339","XML","0"
"21339","JCO","0"
"21339","JSF","0"
"21339","JPA","0"
"21339","JDO","0"
"21339","EJB3.0","0"
"21339","JMS","0"
"21340","","92"
"21341","PHP5","0"
"21341","PostgreSQL and JavaScript (AJAX)","0"
"21342","","4"
"21344","","0"
"21345","","228"
"21346","XHTML","0"
"21346","CSS","0"
"21346","JavaScript Developer","0"
"21346","","0"
"21347","Java","37"
"21347","Linux","37"
"21347","Windows 98/2000/XP","37"
"21347","FreeBSD","37"
"21347","Shell  scripts","37"
"21347","TOAD","37"
"21347","OEM","37"
"21347","Apache","37"
"21347","SQL Navigator.","37"
"21347","Spring","37"
"21347","Hibernate","37"
"21347","JSP","37"
"21347","JavaScript","37"
"21347","Ajax","37"
"21347","jQuery","37"
"21347","Eclipse IDE","37"
"21347","Tomcat","37"
"21347","Maven","37"
"21347","SVN","37"
"21349","","0"
"21352","","36"
"21353","VB.Net","115"
"21353","SQL Server 2000","115"
"21353","Crystal Reports","115"
"21353","ASP.Net (C#.Net)","115"
"21353","SQL Server 2008","115"
"21353","javascript","115"
"21353","jquery","115"
"21353","SQL Server 2005","115"
"21353","C#","115"
"21353","CSS","115"
"21353","Java Script","115"
"21353","AJAX","115"
"21353","FxCop","115"
"21353","Infragistics","115"
"21353","Zurb-Product Design","115"
"21353","Twitter Bootstrap","115"
"21353",".NET","115"
"21353","ASP.NET","115"
"21353","ADO.NET","115"
"21353","MS SQL","115"
"21353","Umbraco","115"
"21353","XML","115"
"21353","Ajax","115"
"21353","jQuery","115"
"21353","JavaScript plugin development","115"
"21353","HTML","115"
"21353","SiteCore","115"
"21353","SharePoint","115"
"21353","MVC3","115"
"21353","LINQ","115"
"21353","EntityFramework 4.1","115"
"21353","WCF","115"
"21354","Ms Dynamics RMS","0"
"21354","MS Dynamics POS","0"
"21355","","0"
"21358","JavaSE","70"
"21358","MySQL","70"
"21358","Oracle","70"
"21358","1C 8.1","70"
"21358","1C 8.2","70"
"21358","J2SE","70"
"21358","Matlab","70"
"21359","","58"
"21361","","1"
"21362","","0"
"21363","","114"
"21366","Android(UIL 1.x","56"
"21366","acra 3.x","56"
"21366","Facebook SDK 3.x","56"
"21366","sqlite 3.x)","56"
"21366","Flex(Action Script 3.0","56"
"21366","BlazeDS","56"
"21366","J2EE: Tomcat 6.0.20)","56"
"21367","","46"
"21369","ASP.NET","0"
"21369","SQL Server 2008","0"
"21369","Visual Studio 2008","0"
"21369","ASP.NET MVC 1.0","0"
"21369","SQL Server 2005","0"
"21369","Visual Studio 2008","0"
"21369","MOSS 2007","0"
"21369","Visaul Studio 2008","0"
"21369","Sharepoint Designer 2007","0"
"21369","Telligent Community Server 2008.5","0"
"21369","Cascading style sheets for theme","0"
"21369","Visual Studio 2008","0"
"21369","SQL Server 2005","0"
"21369","C#.NET","0"
"21369","SQL Server2005","0"
"21369","Visual studio.net 2005","0"
"21369","Java","0"
"21369","J2ME","0"
"21369","Web services","0"
"21369","Sun Application Server","0"
"21369","Nokia S60 Emulator","0"
"21369","JSR172","0"
"21369","JSR75","0"
"21369","Borland JBuilder as IDE","0"
"21369","Visual studio.net 2005","0"
"21370","","72"
"21371","","104"
"21372","","196"
"21374","","36"
"21375","Visual C#","0"
"21375","SQL Server 2005","0"
"21375","Silverlight 4.0","0"
"21375","SQL Server 2008","0"
"21375","SQL Server 2005","0"
"21375","Oracle 10g and ArcGIS Server","0"
"21375","ASP.NET 3.5","0"
"21375","ASP.NET 2.0/3.5","0"
"21375","WSS 2.0/3.0/4.0","0"
"21375","SQL Server 2005/2008","0"
"21375","MS Team Foundation Server 2005/2008/2010","0"
"21375","SharePoint 2010","0"
"21375","SharePoint Designer","0"
"21375","Visual Studio 6.0 (C++)","0"
"21376","","37"
"21377","","60"
"21378","","52"
"21380","","0"
"21382","Enterprise Architect","0"
"21382","Visio  for use cases","0"
"21382","workflows Jira","0"
"21382","Redmine","0"
"21382","Sharepoint  for project management Balsamiq Mockups","0"
"21382","PowerPoint","0"
"21382","Photoshop","0"
"21382","paper prototyping  for UI and prototypes","0"
"21383","","0"
"21384","","108"
"21386","MS SharePoint portal Server 2007","0"
"21386","SQL Server 2005","0"
"21386","InfoPath 2007","0"
"21386","MS SharePoint Designer","0"
"21386","CAML Builder","0"
"21386","MS BizTalk Server 2006","0"
"21386","Oracle 9i/10g","0"
"21386","C# .NET 2.0","0"
"21386",": C#","0"
"21386","ASP.Net 2.0","0"
"21386","Oracle 9i","0"
"21386","Crystal Reports.Net","0"
"21386","MS Great Plans 9","0"
"21386","Dexterity","0"
"21386","MS SQL server","0"
"21386","C # .net","0"
"21386","Quick Books 2000","0"
"21386","C# .Net 1.1","0"
"21386","SQL Server 2000","0"
"21386","XML","0"
"21386","VB 6","0"
"21386","MS Access","0"
"21386","Crystal Reports 8.0","0"
"21386","SQL Server","0"
"21386","Crystal Reports 9.0","0"
"21386","ASP 3.0","0"
"21386","MS SQL Server 2000","0"
"21386","Visual Source Safe","0"
"21387","HTML","45"
"21387","Perl","45"
"21387","MySQL","45"
"21387","Spring","45"
"21387","Hibernate","45"
"21387","Maven","45"
"21387","PostgreSQL","45"
"21387","SoapUI","45"
"21387","Intellij Idea","45"
"21388","","464"
"21389","CRM 4.0 and MS CRM 3.0","0"
"21389","SharePoint Server  2007 and SharePoint Server 2003","0"
"21389","f Oracle RAC(Real Application Cluster) and Application server","0"
"21389","Web application infrastructure for all versions of Windows Server 2003","0"
"21389","Standardization Lead and Internal auditor for ISO 9001:2000 and ISO 27001:2005","0"
"21389","Capacity Planning and designing","0"
"21391","","72"
"21393","","48"
"21394","","24"
"21395","","12"
"21396","","60"
"21397","","0"
"21401","","0"
"21402","","0"
"21403","","0"
"21404","","156"
"21406","","60"
"21407","","59"
"21410","APL","85"
"21410","Dyalog development environment","85"
"21410","Visual Basic for Applications","85"
"21410","VRML","85"
"21410","Modula 2","85"
"21410","Micro Focus Mainframe Express","85"
"21410","MS Windows XP Professional","85"
"21410","MS Windows Server 2003","85"
"21410","Active Directory Users and Computers","85"
"21410","HP Open View Service Center","85"
"21410","Cisco VPN client","85"
"21410","EDB Management Portal","85"
"21410","MS Windows Server 2003/2008","85"
"21410","HP Operations Agent for Windows","85"
"21410","MS Visual Studio 2010","85"
"21410","MS Visual Web Developer 2010","85"
"21410","MS SQL Server 2008 R2","85"
"21410","MS SQL Server 2008 R2","85"
"21410","MS Access 2007","85"
"21410","Business Intelligence Development Studio 2008","85"
"21410","Microsoft Team Foundation Server","85"
"21410","EPiServer CMS","85"
"21410","Borland C++Builder","85"
"21410","Borland Delphi","85"
"21410","InterBase","85"
"21412","","192"
"21413","","36"
"21414","","0"
"21415","","0"
"21416","","0"
"21419","","132"
"21420","","0"
"21421","","360"
"21423","","98"
"21424","","11"
"21425","","24"
"21426","","34"
"21427","","78"
"21428","","0"
"21429","","0"
"21430","","460"
"21432","","48"
"21433","","0"
"21434","","0"
"21435","","176"
"21436","","30"
"21437","","12"
"21438","","12"
"21440","","0"
"21441","","336"
"21442","","24"
"21446","","6"
"21447","","0"
"21448","","35"
"21449","","0"
"21450","","0"
"21452","","428"
"21454","","116"
"21457","C++/C#","55"
"21457","Win32 API","55"
"21457","MS Visual Studio 2003","55"
"21457","MS SQL Server 2000","55"
"21457","C#","55"
"21457","SharePoint 2007","55"
"21457",".NET Framework 2.0","55"
"21457","XML","55"
"21457","MS Visual Studio 2005-2010","55"
"21457","MS SQL Server 2005","55"
"21457","ASP.NET","55"
"21457","Java Script","55"
"21457","C#","55"
"21457",".NET Framework 3.5","55"
"21457","MS Visual Studio 2008-2010","55"
"21457","MS SQL Server 2008","55"
"21458","","107"
"21459","","252"
"21460","","18"
"21461","","101"
"21463","","468"
"21464","","75"
"21465","","0"
"21466","","72"
"21467","","10"
"21468","","211"
"21469","","112"
"21470","","25"
"21471","","12"
"21472","Java","0"
"21472","JUnit","0"
"21472","Apache Ivy","0"
"21472","Misys Meridian","0"
"21472","IBM WebSphere Application Server","0"
"21472","IBM WebSphere MQ","0"
"21472","Oracle","0"
"21472","Microsoft SQL Server","0"
"21472","PicoContainer","0"
"21472","JAXB","0"
"21472","WebWork","0"
"21472","Velocity","0"
"21472","Javascript","0"
"21472","JQuery","0"
"21472","Maven","0"
"21472","Jira","0"
"21472","Spring (IoC","0"
"21472","Web MVC","0"
"21472","AOP","0"
"21472","Scheduler)","0"
"21472","Hibernate","0"
"21472","Hibernate Search","0"
"21472","Lucene","0"
"21472","MySQL database","0"
"21472","Groovy","0"
"21472","Grails","0"
"21472","Drools","0"
"21472","MySQL database","0"
"21472","Spring (IoC","0"
"21472","DAO","0"
"21472","AOP)","0"
"21472","QuickBooks SDK","0"
"21472","SalesForce API","0"
"21472","SOAP","0"
"21472","Axis","0"
"21472","Digester","0"
"21472","Swing","0"
"21472","JDBC","0"
"21472","Sybase and Oracle databases. Swing","0"
"21472","JFCUnit.  HtmlUnit : JDBC","0"
"21472","iText","0"
"21472","Postgre database. Swing. JDBC","0"
"21472","JSP","0"
"21472","Sybase and Oracle databases. Swing","0"
"21473","","0"
"21474","","50"
"21475","","60"
"21477","","19"
"21478","","29"
"21479","","0"
"21480","","0"
"21481","","49"
"21482","","116"
"21483","","0"
"21484","","0"
"21486","","172"
"21487","","875"
"21488","","0"
"21489","","60"
"21490","","60"
"21491","","96"
"21492","","92"
"21493","","108"
"21494","","56"
"21495","","0"
"21496","","12"
"21497","","420"
"21499","","55"
"21500","","0"
"21501","","0"
"21502","J2SE 5","0"
"21502","Sun Project DarkStar","0"
"21502","JSON","0"
"21502","XML","0"
"21502","XSD","0"
"21502","Xpath","0"
"21502","Altova XMLSpy","0"
"21502","Tortoise SVN","0"
"21502","JIRA","0"
"21502","MVN","0"
"21502","J2EE 5","0"
"21502","SpringFramework 2.5","0"
"21502","Day CQ5","0"
"21502","J2SE 1.4","0"
"21502","EJB 2","0"
"21502","JSP","0"
"21502","JavaScript","0"
"21502","Ajax","0"
"21502","HTML","0"
"21502","XSLT","0"
"21502","T-SQL","0"
"21502","Sybase ASE","0"
"21502","Sybase IQ","0"
"21502","Sybase Enterprise App Server","0"
"21504","","72"
"21505","","0"
"21507","Site core 6.0","0"
"21507","ASP.Net 2.0","0"
"21507",".Net Framework 3.5","0"
"21507","WCF","0"
"21507","SQL Server","0"
"21507","MS CRM 4.0","0"
"21507","Linq to XML","0"
