"Number","skills","Month_Exper"
"24383","CMake 2.8","8"
"24383","--Unit 2.1","8"
"24383","MSVS 2010","8"
"24383","Eclipse Helios 2","8"
"24383","Objective-C","8"
"24383","iPhone SDK 4.1","8"
"24384","","0"
"24385","","69"
"24386","","88"
"24389","","120"
"24391","","129"
"24392","","39"
"24393","","88"
"24394","","46"
"24395","","52"
"24396","","52"
"24397","J2EE","0"
"24397","Spring","0"
"24397","JMS","0"
"24397","JDBC","0"
"24397","JAXB","0"
"24397","Scala","0"
"24397","Akka STM","0"
"24397","ScalaTest","0"
"24397","Maven","0"
"24397","Jenkins","0"
"24397","YourKit","0"
"24397","Profiler","0"
"24397","Git","0"
"24397","EJB","0"
"24397","JUnit","0"
"24397","Flex","0"
"24397","SVN","0"
"24398","","0"
"24399","","22"
"24400","","0"
"24401","","47"
"24402","","192"
"24403","","136"
"24405","","69"
"24406","","100"
"24407","","79"
"24408","VB","152"
"24408","VBA","152"
"24408","Delphi","152"
"24408","VC++","152"
"24408","VC++","152"
"24408","C#","152"
"24408","VB.NET","152"
"24408","ASP.NET","152"
"24408","ADO.NET","152"
"24408","JScript","152"
"24408","(D)Html","152"
"24408","WinForms","152"
"24408","XML","152"
"24408","PDF SDK","152"
"24408","MSSQL","152"
"24408","MS SQL","152"
"24408","HTML","152"
"24408","CSS","152"
"24408","JavaScript","152"
"24408","Web services","152"
"24408","Syncfusion essential studio","152"
"24408",".NET CF","152"
"24408","Windows mobile","152"
"24411","PHP","0"
"24411","JS","0"
"24411","ZF","0"
"24411","Yii","0"
"24411","PHPUnit","0"
"24411","MySQL","0"
"24411","SVN","0"
"24411","Highload","0"
"24412","","34"
"24413","","125"
"24414","","43"
"24415","","125"
"24417","Cocoa","43"
"24417","OpenSSL","43"
"24417","a bunch of system frameworks","43"
"24417","C++ (wxWidgets","43"
"24417","Qt4","43"
"24417","OpenGL)","43"
"24417","the Spring framework","43"
"24417","Hibernate framework","43"
"24417","Apache Hadoop","43"
"24417","Python","43"
"24417","bash","43"
"24417","Perforce","43"
"24419","","24"
"24420","","113"
"24422","","23"
"24423","","102"
"24424","","158"
"24427","","52"
"24428","","48"
"24430","","0"
"24431","C#","0"
"24431",".NET Compact Framework","0"
"24431","Windows Mobile 6 SDK","0"
"24431","Windows Phone 7 SDK","0"
"24431","Java SE","0"
"24431","Android SDK","0"
"24431","Mobclix SDK","0"
"24431","XML","0"
"24431","DHTML","0"
"24431",".NET","0"
"24431","WPF","0"
"24431","XMPP","0"
"24432","","72"
"24433","","35"
"24434","","35"
"24435","Xcode","0"
"24435","Cocos2d","0"
"24435","Objective-C","0"
"24435","Android studio","0"
"24435","CoreData","0"
"24435","ReskKIT","0"
"24435","AVFoundation","0"
"24435","UIKIT","0"
"24435","Objective-C","0"
"24435","Java","0"
"24435","Retrofit","0"
"24435","Guice","0"
"24435","Graddle","0"
"24435","Ruby","0"
"24435","CocoaPods","0"
"24435","Pivotal tracker","0"
"24435","Basecamp","0"
"24435","GIT","0"
"24435","Cocos3D","0"
"24435","GIT","0"
"24435","Jenkins","0"
"24435","Redmine","0"
"24436","Framework  1.1","56"
"24436","ASP.NET","56"
"24436","javascript","56"
"24436","css","56"
"24436","AJAX.NET","56"
"24436","MSSQL","56"
"24436","HTML","56"
"24436","ADO.NET","56"
"24436","Framework  2.0","56"
"24436","WinForms","56"
"24436","DirectX 9.0","56"
"24436","PHP 5","56"
"24436","MySQL","56"
"24436","css","56"
"24436","html","56"
"24436","MVC","56"
"24436","MVC architecture","56"
"24436","html","56"
"24436","Framework  3.5","56"
"24436","XML","56"
"24436","WCF","56"
"24436","WebService","56"
"24436","ADO.NET","56"
"24436","LINQ","56"
"24436","TFS API","56"
"24436","MSBuild","56"
"24437","JAVA","32"
"24437","SQL","32"
"24437","PL/SQL","32"
"24437","XML","32"
"24437","HTML","32"
"24437","XHTML","32"
"24437","JSP","32"
"24437","JDBC","32"
"24437","JSF","32"
"24437","Struts","32"
"24437","Hibernate","32"
"24437","HTTP","32"
"24437","SMTP","32"
"24437","SMPP","32"
"24437","MM7","32"
"24437","SOAP","32"
"24437","CORBA","32"
"24437","WEB design --- JAVA","32"
"24437","Javascrip","32"
"24437","JSP-Servlet","32"
"24437","Applet","32"
"24437","MySQL","32"
"24438","PHP","498"
"24438","HTML 4","498"
"24438","JavaScript","498"
"24438","CMS Joomla","498"
"24438","SQL","498"
"24438","Corel Draw","498"
"24438","Adobe Photoshop","498"
"24438","Apache web server","498"
"24438","MPLAB","498"
"24438","PCAD","498"
"24438","Microsoft VS","498"
"24438","Eclipse","498"
"24438","J2SDK","498"
"24438","Java WTK","498"
"24438","Sony-Ericsson","498"
"24438","Nokia","498"
"24438","Siemens emulators","498"
"24438","CVS/SVN systems","498"
"24438","MySQL","498"
"24438","Tomcat","498"
"24439","","24"
"24440","","57"
"24441","","35"
"24442","","11"
"24443","","167"
"24444","","34"
"24445","","26"
"24447","","132"
"24450","","69"
"24451","","118"
"24453","","35"
"24454","","24"
"24455","","82"
"24456","","59"
"24457","","107"
"24458","","214"
"24461","","48"
"24462","","83"
"24464","","38"
"24465","PHP","38"
"24465","Java","38"
"24465","MySQL","38"
"24465","C#","38"
"24465","ASP.Net","38"
"24465","XML","38"
"24465","CSS","38"
"24465","MSSQL Server 2005","38"
"24465","ORM Mapping","38"
"24466","","131"
"24467","","108"
"24469","","0"
"24470","","131"
"24471","","71"
"24472","","60"
"24473","","24"
"24474","","108"
"24475","","0"
"24476","","2"
"24477","","12"
"24478","","15"
"24479","","24"
"24480","HTML/CSS/JS","0"
"24480","HTML/CSS/JS/HTML5/CSS3","0"
"24481","","6"
"24482","","0"
"24484","","70"
"24486","","17"
"24487","","60"
"24488","","48"
"24489","python","29"
"24489","PyQt4 GUI","29"
"24489","OSTIS Semantic Technology","29"
"24489","Java EE","29"
"24489","web services","29"
"24489","Java","29"
"24489","Open CV","29"
"24490","","36"
"24492","","12"
"24495","","0"
"24497","","0"
"24498","","0"
"24499","","5"
"24500","","184"
"24501","ASP.NET MVC 2","22"
"24501","EntityFramework","22"
"24501","SQLServer 2008","22"
"24501","Windows Server 2008","22"
"24501","Silverlight","22"
"24501","MVVM","22"
"24501","Telerik RAD Controls","22"
"24501","ASP.NET MVC 3","22"
"24501","WCF","22"
"24501","RDO Redemption","22"
"24501","SQL Lite","22"
"24501","JQuery","22"
"24501","JQuery UI","22"
"24501","EpiServer CMS","22"
"24501","ASP.NET","22"
"24501","JQuery","22"
"24501","Windows Phone 7","22"
"24501","Expression Blend","22"
"24501","IoC","22"
"24502","","68"
"24503","","59"
"24504","","154"
"24505","","35"
"24506","","45"
"24507","","49"
"24508","Borland CBuilder","8"
"24508","Adobe Photoshop","8"
"24508","JBoss","8"
"24508","Eclipse","8"
"24508","browsers","8"
"24508","GIT","8"
"24508","ANT","8"
"24508","Maven","8"
"24508","JBoss","8"
"24508","SVN","8"
"24508","Eclipse","8"
"24509","","59"
"24511","","145"
"24514","","118"
"24515","","23"
"24516","PHP","47"
"24516","MySQL","47"
"24516","XML","47"
"24516","XSLT","47"
"24516",".htaccess","47"
"24516","HTML","47"
"24516","CSS","47"
"24516","Javascript","47"
"24516","Unit-testing","47"
"24516","Memcached","47"
"24516","Rabbit","47"
"24516","unix shell","47"
"24516","curl","47"
"24516","crontab","47"
"24516","JIRA","47"
"24516","SVN","47"
"24516","AJAX","47"
"24516","Smarty","47"
"24516","XML","47"
"24516","PCRE","47"
"24516","Sphinx","47"
"24519","ASP.Net","53"
"24519","C#","53"
"24519","VB","53"
"24519","MSSql","53"
"24519","XML","53"
"24519","JSON","53"
"24519","JavaScript","53"
"24519","CSS","53"
"24519","XPath","53"
"24519","NUnit","53"
"24519","LINQ","53"
"24519","Web Services","53"
"24519","AJAX","53"
"24519","PHP5","53"
"24519","MySql","53"
"24519","CSS","53"
"24519","Web Services","53"
"24519","CSS","53"
"24519","PHP","53"
"24519","NHibernate","53"
"24519","NetAdvantage Infragistics","53"
"24520","ASP.NET 2.0 + Spring.NET","96"
"24520","Anthem.NET (AJAX framework)","96"
"24520","Web Services","96"
"24520","NHibernate","96"
"24520","Microsoft SQL Server 2005","96"
"24520","CSS/HTML","96"
"24520","Microsoft Visual Studio 2005","96"
"24520","Microsoft Visual Source Safe 2005","96"
"24520","Windows Forms","96"
"24520","ADO.NET","96"
"24520","XML","96"
"24520","SQL","96"
"24520","Microsoft Office Excel Interop","96"
"24520","Microsoft Visual Studio 2008","96"
"24520","TFS","96"
"24520","WCF","96"
"24520","WPF","96"
"24520","LINQ","96"
"24520","Microsoft SQL Server 2008","96"
"24520","ASP.NET 2.0 + Telerik","96"
"24520","ADO.NET --- Typed DataSets","96"
"24520","NUnit","96"
"24520","Dynamsoft","96"
"24520","SVN","96"
"24520","Monorail","96"
"24520","NVelocity","96"
"24520","ActiveRecord","96"
"24520","Lucene.NET","96"
"24520","PayPal API","96"
"24520","XML/XPath","96"
"24520","Lucene.NET (search engine)","96"
"24520","log4net (logging lib)","96"
"24520","Microsoft Visual Studio 2005","96"
"24520","C#","96"
"24520","3.0 PowerShell 2.0","96"
"24520","MSTest","96"
"24520","Moq Microsoft Visual Studio 2010","96"
"24520","ASP.NET","96"
"24520","SSRS","96"
"24520","T-SQL","96"
"24520","Visual Basic.NET","96"
"24520","Windows Forms + DevExpress","96"
"24520","Entity Framework","96"
"24520","Microsoft Visual Studio 2010","96"
"24520","Design patterns","96"
"24520","Scrum","96"
"24520","System Center Operations Manager 2007","96"
"24520","Management Packs for SCOM","96"
"24520","Authoring Console","96"
"24521",".Net Framework C#","0"
"24521","MS SQL Server","0"
"24521","","0"
"24522","","78"
"24523","","72"
"24525","","126"
"24526","--++","90"
"24526","Objective-C","90"
"24526","Java","90"
"24526","--++ (VS 2003)","90"
"24526","Ogre3D","90"
"24526","Tokamak","90"
"24526","PhysX","90"
"24527","","94"
"24528","C#","48"
"24528",".Net Framework 2.0-3.5","48"
"24528","Asp.net 2.0","48"
"24528","MS Visual Stuidio.NET 2010","48"
"24528","MS SQL Server 2005","48"
"24528","IIS 6","48"
"24528","T-SQL","48"
"24529","","108"
"24530","","167"
"24531","","145"
"24533","","114"
"24534","","98"
"24535","","0"
"24536","MS Office","94"
"24536","screwdriver","94"
"24536","Ide NetBeans","94"
"24537","","31"
"24538","","0"
"24539","","13"
"24540","","2"
"24541","","0"
"24542","Oracle","10"
"24542","Java SE","10"
"24542","Java Script","10"
"24542","Tomcat","10"
"24542","Flex","10"
"24542","ActionScript","10"
"24542","Ant","10"
"24542","Subclipse","10"
"24542","Jira","10"
"24542","SCRUM","10"
"24543","Cocos2D framework","104"
"24543","Unity3D","104"
"24543","C++","104"
"24543","C++ language","104"
"24543","NaCl SDK","104"
"24543","FMOD","104"
"24543","OpenGLES 2.0","104"
"24543","Scaleform","104"
"24544","","11"
"24545","","143"
"24546","","65"
"24547","","92"
"24548","","85"
"24549","","0"
"24550","","117"
"24551","VB.NET","72"
"24551","C#","72"
"24551","ADO.NET .Net 2.0","72"
"24551","ASP.NET","72"
"24551","ADO.NET","72"
"24551","Web Services","72"
"24551","Visual Visual Studio 2008","72"
"24551",".Net 3.5","72"
"24551","WCF","72"
"24551","WPF","72"
"24551","Entity Framework","72"
"24551","Visual Studio 2008","72"
"24551",".Net 2.0","72"
"24551","Visual Studio 2005","72"
"24551","Delphi 6","72"
"24551","Visual Studio","72"
"24551","Windows CE","72"
"24551","Zilog IDE","72"
"24551","Assembler","72"
"24551","Visual Studio 6","72"
"24551","DDK","72"
"24551","C++","72"
"24551","Delphi","72"
"24553","","117"
"24554","Eclipse","17"
"24554","Selenium","17"
"24554","Subversion","17"
"24554","Jira","17"
"24554","PycURL","17"
"24554","Bash","17"
"24554","Maven","17"
"24554","Bugzilla","17"
"24554","Review Board","17"
"24554","Hudson","17"
"24554","Windows PowerShell","17"
"24554","Eclipse","17"
"24554","Robotium","17"
"24554","Monkeyrunner","17"
"24554","Android SDK","17"
"24554","Android SDK","17"
"24555","","73"
"24556","","190"
"24557","","108"
"24558","","102"
"24559","","45"
"24560","C++ OOP","96"
"24560","OOD","96"
"24560","TDD (test-driven development)","96"
"24560","Design Patterns","96"
"24560","Multithreading","96"
"24560","Networking","96"
"24560","Windows Internals","96"
"24560","Win32 SDK","96"
"24560","WDK/IFS Kit (WDM","96"
"24560","legacy)","96"
"24560","MFC","96"
"24560","COM","96"
"24560","MS Visual Studio","96"
"24560","CodeBlocks","96"
"24560","Eclipse","96"
"24560","WinDbg (dump analysis","96"
"24560","user- and kernel-mode debug)","96"
"24560","Driver Verifier","96"
"24560","Application Verifier","96"
"24560","SourceGear Vault","96"
"24560","SVN,Mercurial,STL,OpenSSL,CryptoPP,Boost,Loki,Google Test,Google Protobuf,gSOAP,MS Windows 2000/XP/2k3/Vista/7 x86/x64","96"
"24560","C/C++","96"
"24560","STL","96"
"24560","POCO","96"
"24560","Boost","96"
"24560","gtest","96"
"24560","Protobuf","96"
"24560","Detours","96"
"24560","DirectX 9/11","96"
"24560","OllyDbg","96"
"24560","MS Application Verifier","96"
"24561","","0"
"24562","","74"
"24563","","70"
"24564","","15"
"24565","","0"
"24566","","89"
"24567","Win 7","0"
"24567","Jira","0"
"24567","MS SQL","0"
"24567","Firefox","0"
"24567","Chrome","0"
"24567","Microsoft XP","0"
"24567","IE7","0"
"24567","HP Quality Center","0"
"24567","Power Builder","0"
"24567","MS Word","0"
"24567","MS Excel","0"
"24567","Tortoise SVN","0"
"24567","Google docs","0"
"24567","Enterprise Architect","0"
"24568","J2EE","99"
"24568","Hibernate","99"
"24568","JavaScript","99"
"24568","Dojo Framework","99"
"24568","HTML","99"
"24568","PHP","99"
"24568","CSS","99"
"24568","DB2","99"
"24568","Web Sphere Application Server","99"
"24568","Lotus Connections","99"
"24568","Javascript","99"
"24568","Tomcat","99"
"24568","MS SQL Server","99"
"24568","Java","99"
"24568","Android SDK","99"
"24568","Rally API","99"
"24569","","40"
"24571","","97"
"24572","","23"
"24573","","0"
"24575","","23"
"24576","","50"
"24577","","0"
"24578","","95"
"24579","","55"
"24580","","0"
"24582","","71"
"24583","MS Visual Studio .Net","83"
"24583","JavaScript","83"
"24583","XML","83"
"24583","HTA","83"
"24583","JSP","83"
"24583","Java2EE","83"
"24583","VB 6.0","83"
"24583","Tools - MS Visual Basic 6.0","83"
"24583","Intelij Idea 6.2","83"
"24583","Eclipse 3.2","83"
"24583","Tools - Intelij Idea 7","83"
"24583","Eclipse 3.3","83"
"24583","MS Visual Studio 2008","83"
"24583","MS Team Foundation Server 2008","83"
"24583","MS SQL Server 2008","83"
"24583","MS SQL Server 2005","83"
"24584","","18"
"24585","ACT","17"
"24585","VMWare Workstation nad Player","17"
"24585","PCVisit","17"
"24585","Mantis","17"
"24585","Devexpress and visual studio 2008","17"
"24585","Visual Studio 2010","17"
"24585","SSAS","17"
"24585","Sql Server","17"
"24585","NClass (UML)","17"
"24585","NUnit","17"
"24585","SqlServer Management Studio","17"
"24585","Jira","17"
"24585","Visual Studio 2008 Team Systems (load testing)","17"
"24585","VMWare VSphere 3.5 and 4.1","17"
"24585","WebAII testing framework","17"
"24585","SqlServer and SSAS profilers","17"
"24585","SqlServer as DB storage for performance results","17"
"24585","CC.Net","17"
"24585","NClass","17"
"24585","System.Data.Sqlite","17"
"24585","HtmlAgilityPack","17"
"24586","","35"
"24588","","47"
"24589","HTML/ CSS/ JavaScript","203"
"24589","Magento","203"
"24589","PHP","203"
"24589","MySQL","203"
"24589","Adobe Photoshop","203"
"24590","","51"
"24591","","95"
"24592","","49"
"24594","","30"
"24596","","66"
"24597","","259"
"24598","","72"
"24599","","47"
"24601","","53"
"24602","","122"
"24603","","115"
"24605","J2EE","0"
"24605","JAX-WS (CXF framework)","0"
"24605","JMS(Weblogic JMS)","0"
"24605","TIBCO GI","0"
"24605","Weblogic","0"
"24605","Oracle","0"
"24605","Portlet","0"
"24605","Servlet","0"
"24605","Liferay","0"
"24605","SOAP/HTTP","0"
"24605","SOAP/JMS","0"
"24605","BPM (TIBCO iProcess)","0"
"24605","JAX-WS","0"
"24605","JMS(TIBCO EMS)","0"
"24605","ESB(TIBCO BusinessWorks)","0"
"24605","AJAX","0"
"24605","XML","0"
"24605","XSLT","0"
"24606","","142"
"24609","","0"
"24610","","122"
"24611","","12"
"24612","","160"
"24613","","0"
"24614","","35"
"24615","","60"
"24616","","89"
"24618","","123"
"24619","","60"
"24620","","165"
"24621","HTML/DHTML","56"
"24621","XML/XSLT","56"
"24621","JScript","56"
"24621","CSS","56"
"24621","Flash 5/6","56"
"24621","FlashCam (application for preparing video and audio content)","56"
"24621","Stress","56"
"24621","direct and regression testing","56"
"24621","HTML","56"
"24621","ASP.NET","56"
"24621","test-cases","56"
"24621",".NET Framework","56"
"24621","Microsoft SQL Server","56"
"24621","Microsoft SQL Server","56"
"24622","Java","163"
"24622","Android SDK","163"
"24622","Java/J2EE","163"
"24622","JSP","163"
"24622","Servlets","163"
"24622","GWT","163"
"24622","Ajax","163"
"24622","Spring","163"
"24622","Dojo","163"
"24622","Log4j","163"
"24622","Abdera","163"
"24622","WAS","163"
"24622","JavaScript","163"
"24622","XML","163"
"24622","HTML","163"
"24622","UML","163"
"24622","Hibernate","163"
"24622","DB2","163"
"24622","JPA","163"
"24624","","83"
"24625","","92"
"24626","","0"
"24627","","46"
"24628","","24"
"24630","","0"
"24631","","0"
"24632","","0"
"24633","","57"
"24634","","0"
"24637","","0"
"24638","","47"
"24639","","286"
"24640","","0"
"24641","SoftTest","47"
"24641","C++","47"
"24641","Corba","47"
"24641","Oracle","47"
"24641","Tomcat","47"
"24641","SQL Tools","47"
"24641","TOAD for Oracle","47"
"24641","JIRA","47"
"24641","Perforce/SVN","47"
"24641","J2EE","47"
"24641","JavaScript","47"
"24641","Flex","47"
"24641","WebLogic","47"
"24641","MSQL Management Studio","47"
"24641","Visual Studio","47"
"24641","C#","47"
"24641","MS SQL Server 2008/Reporting Services","47"
"24641","Rally","47"
"24641","Hudson","47"
"24641","C++","47"
"24641","TOAD for Oracle/ PL/SQL Developer","47"
"24641","Perforce","47"
"24641","Cruise Control","47"
"24641","HTML","47"
"24642","","9"
"24643",".Net 3.5(C#)","20"
"24643","ASP.Net","20"
"24643","MS SQL Server 2008(LINQ)","20"
"24643","jQuery","20"
"24643","AJAX","20"
"24643",".Net 4(C#)","20"
"24643","ASP.Net MVC 3(RAZOR)","20"
"24643","MS SQL Server 2008(LINQ TO SQL)","20"
"24643","MS SQL Server 2008(Entity Framework)","20"
"24643","MS SQL Server 2008(Entity Framework)","20"
"24643",".Net(C#)","20"
"24643","ASP.Net Forms","20"
"24643","ASP.Net MVC 2/3(RAZOR)","20"
"24643","MS SQL Server 2008(Entity Framework","20"
"24643","LINQ)","20"
"24643",".NET 4(C#)","20"
"24643","ASP.NET MVC 3(RAZOR)","20"
"24643","MSSQL Server 2008 R2","20"
"24643","Entity Framework","20"
"24643","SQL","20"
"24643","ADO.NET","20"
"24643","LINQ","20"
"24643","HTML","20"
"24643","CSS","20"
"24643",".NET 4.5(C#)","20"
"24643","ASP.NET MVC 4/5","20"
"24643","MS SQL Server","20"
"24643","MySQL","20"
"24643","Microsoft SharePoint 2010","20"
"24643","WCF","20"
"24643",".NET 3.5(C#)","20"
"24643","MSSQL Server 2008","20"
"24643","Entity Framework","20"
"24643","CSS","20"
"24643",".NET4(C#)","20"
"24643","nHibernate","20"
"24643","jQuery","20"
"24644","","0"
"24645","PHP","54"
"24645","jQuery","54"
"24645","Ajax","54"
"24645","MySQL","54"
"24645","Google API","54"
"24645","C#","54"
"24645","SQL Server Compact","54"
"24645","SVN","54"
"24645","Redmine","54"
"24646","Mandriva","96"
"24646","Linux","96"
"24648","","123"
"24649","php","29"
"24649","html","29"
"24649","css","29"
"24649","javascript","29"
"24650","","216"
"24651","iOS Dev Center","75"
"24651","MS Visual Studio","75"
"24651","XCode","75"
"24651","Vim","75"
"24651","SVN","75"
"24651","Bazaar","75"
"24651","3DS Max","75"
"24651","Adobe Photoshop","75"
"24651","Adobe Premiere Manager","75"
"24651","Adobe After Effects","75"
"24651","Adobe Audition","75"
"24651","Adobe Soundbooth","75"
"24651","Audacity","75"
"24651","Google Docs","75"
"24651","Drupal","75"
"24651","Wordpress","75"
"24651","Redmine","75"
"24651","Mediawiki","75"
"24652","","0"
"24653","HTML","171"
"24653","PHP","171"
"24653","Perl","171"
"24653","MySQL","171"
"24653","JS","171"
"24653","Jquery","171"
"24653","AJAX","171"
"24653","CSS","171"
"24653","S3","171"
"24653","Memcache","171"
"24653","Smarty","171"
"24653","Sphinx","171"
"24653","Symfony2","171"
"24653","Unix (apache","171"
"24653","php","171"
"24653","squid","171"
"24653","mail","171"
"24653","news","171"
"24653","routing)","171"
"24653","Mysql","171"
"24653","Zend Framework","171"
"24653","Dojo","171"
"24653","Unix(apache","171"
"24653","mysql","171"
"24653","bash","171"
"24653","nginx","171"
"24653","memcached","171"
"24653","balance)","171"
"24653","MySQL","171"
"24653","Apache","171"
"24653","Nginx","171"
"24653","WordPress","171"
"24653","WebAssist","171"
"24653","Python","171"
"24653","JavaScript","171"
"24653","Unittest","171"
"24653","REST","171"
"24653","AMQP","171"
"24653","Confluence","171"
"24653","SVN","171"
"24653","JIRA","171"
"24653","Code Collaborator","171"
"24653","Azure","171"
"24653","ABR","171"
"24653","Clouds","171"
"24653","PostreSQL","171"
"24653","Linux","171"
"24653","Windows","171"
"24653","networks","171"
"24654","PHP4","79"
"24654","MYSQL 4.1","79"
"24654","SMBCMS","79"
"24654","Authorize.net SIM service","79"
"24654","MySQL 4.1","79"
"24654","JavaScript","79"
"24654","MySql 4.1","79"
"24654","Xajax PHP JavaScript library","79"
"24654","Google AdWords API","79"
"24654","Google Apility PHP library","79"
"24654","JavaScript","79"
"24654","Advertisment content providers (Looksmart","79"
"24654","Zango","79"
"24654","astrology.yahoo.com","79"
"24654","DirectTrack","79"
"24654","Kanoodle","79"
"24654","Education provider","79"
"24654","Automotive provider)","79"
"24654","PayPal Integration","79"
"24654","PHP5","79"
"24654","MySQL 5.0","79"
"24654","Zend Framework","79"
"24654","jQuery","79"
"24654","Apache Solr","79"
"24654","SOAP","79"
"24654","Mobiil ID","79"
"24654","Google Maps API","79"
"24654","Google Visualization","79"
"24654","NewsML","79"
"24654","GoDaddy (WildWestDomains) API (purchasing domains) together with SOAP","79"
"24654","Zend Framework PDF module","79"
"24654","Htmldoc PDF generation tool","79"
"24654","ImageMagic tool","79"
"24654","Authorize .NET CIM and AIM services integration","79"
"24654","Smarty","79"
"24654","osCommerce","79"
"24654","MySQL","79"
"24654","Spadar API","79"
"24654","MySQL 5.1","79"
"24654","ExtJS","79"
"24655","HTML","0"
"24655","CSS styles","0"
"24655","PHP","0"
"24655","Java-Script","0"
"24655","CSS","0"
"24655","Java-Script","0"
"24655","Flash","0"
"24656","","0"
"24660","","11"
"24661","","11"
"24662","","130"
"24663","","144"
"24664","","106"
"24665","","0"
"24666","","94"
"24668","HTML5","267"
"24668","Facebook API","267"
"24668","focused on iOS devices","267"
"24668","HTML5 (WebSockets","267"
"24668","Audio)","267"
"24668","Geo Api","267"
"24668","Google Maps","267"
"24668","Heatmap JS API","267"
"24668","focused on iOS devices","267"
"24668","Agile (Scrum","267"
"24668","Stand-up","267"
"24668","Retrospective","267"
"24668","Demonstration","267"
"24668","Story Point Poker)","267"
"24670","","38"
"24673","","35"
"24674","","0"
"24675","","118"
"24676","","0"
"24677","","22"
"24678","","23"
"24679","","16"
"24680","MySQL","11"
"24680","Firebird","11"
"24680","JUnit","11"
"24680","GWT+Hibernate","11"
"24681","","140"
"24682","","69"
"24683","","33"
"24684","","0"
"24685","","81"
"24686","","0"
"24687","","47"
"24688","CSS and HTML","102"
"24688","open PHP","102"
"24688","MySQL","102"
"24688","Apache","102"
"24688","Linux","102"
"24688","database design","102"
"24688","RubyOnRails and JavaScript with prototype/scriptaculous/yui","102"
"24688","page makeup CSS and Xhtml/Dhtml","102"
"24688","Asp.net MVC and Asp.net web forms","102"
"24688","Xhtml","102"
"24688","CSS","102"
"24688","JavaScript (jquery)","102"
"24688","backend development MsSQL 2008","102"
"24688","WCF and Web services","102"
"24689",".Net","48"
"24689","MVC","48"
"24689","JavaScript","48"
"24689","HTML5","48"
"24689","CSS3","48"
"24689","rest/api","48"
"24689","entity framework","48"
"24691","Adobe Flash ActionScript 2.0 &amp","140"
"24691","LEAF Framework 1.8","140"
"24691","XML","140"
"24691","JavaScriptFlash (JSFL)","140"
"24691","HTML5","140"
"24691","CSS3","140"
"24691","JavaScript","140"
"24691","Adobe Flash ActionScript 3.0","140"
"24691","Amf","140"
"24691","JSON","140"
"24693","","27"
"24694","","864"
"24695","XHTML","95"
"24695","PHP","95"
"24695","Javascript","95"
"24695","jQuery","95"
"24695","MySQL","95"
"24695","Bitrix CMS","95"
"24695","XHTML","95"
"24695","MySQL","95"
"24695","Ajax","95"
"24695","Action Script 2.0","95"
"24695","XML","95"
"24695","jQuery. Site was made to view on Apple devices","95"
"24695","tested on iPhone","95"
"24695","iPad","95"
"24695","iPod","95"
"24695","writing additional scripts for sorting catalog","95"
"24695","Writing additional scripts for synch with 1c","95"
"24695","yandex-market","95"
"24695","xml rests updates in products","95"
"24695","Writing additional filters based on Ajax","95"
"24696","","67"
"24699","MS Access","162"
"24699","MS FoxPro","162"
"24699","VBA","162"
"24699","MS Windows","162"
"24699","Linux","162"
"24699","MySQL","162"
"24699","MS Visual Studio","162"
"24699","FreeBSD","162"
"24700","","48"
"24701","PHP","364"
"24701","Perl","364"
"24701","SQL","364"
"24701","XML","364"
"24701","JavaScript","364"
"24701","J2EE/ HIBERNATE/STRUTS/XML/XSLT/ JavaScript","364"
"24701","J2EE/ Servlets/ JavaScript/DoJo toolkit/HTML/JSON/XML/XSL","364"
"24701","J2EE/JSP/Servlets/Struts/JDBC/JavaScript/HTML","364"
"24702","","50"
"24703","","123"
"24704","","20"
"24705","","167"
"24706","","74"
"24709","","47"
"24710","","20"
"24711","","82"
"24712","","57"
"24713","","34"
"24714","","47"
"24715","","27"
"24717","Oracle 8i","190"
"24717","Delphi 6","190"
"24717","Sybase ASE 12.5.3","190"
"24717","Sybase IQ 12.5.0","190"
"24717","Oracle 9i","190"
"24717","DataStage 7.5","190"
"24717","PowerDesigner 11","190"
"24717","XML","190"
"24717","SQL","190"
"24717","CVS","190"
"24717","ETL","190"
"24717","Data quality","190"
"24717","Incremental loading","190"
"24717","OLAP design","190"
"24717","Informatica 7","190"
"24717","IBM DB/2","190"
"24717","ETL","190"
"24717","ETL optimization","190"
"24717","Oracle 10g","190"
"24717","Oracle 11i","190"
"24717","JSP","190"
"24717","JDBC","190"
"24717","Sybase ASA 9","190"
"24717","HTML","190"
"24717","technical consultation","190"
"24717","IBM DB/2 iSeries","190"
"24717","Business Objects","190"
"24717","Informatica 8.6","190"
"24718","","29"
"24722","","99"
"24723","","70"
"24725","C++","71"
"24725","C#","71"
"24725","ASP.Net","71"
"24725","MVC 4","71"
"24725","Azure","71"
"24725","Sharepoint 2010 - Workflow","71"
"24725","Python","71"
"24725","Celery","71"
"24726","","36"
"24727","","62"
"24728","","121"
"24729","","0"
"24730","","63"
"24731","","98"
"24732","","34"
"24733","","0"
"24734","","63"
"24735","MySQL Front","90"
"24735","text redactors","90"
"24735","MS Visual Studio 6.0","90"
"24735","IntelliJ Idea","90"
"24735","IIS 5","90"
"24735","MS Visual Studio 6.0","90"
"24735","Borland JBuilder","90"
"24735","Visual Studio 2005","90"
"24735","Visual Studio 2008","90"
"24735","IIS 6","90"
"24735","IIS 7","90"
"24735","CMS ---SDL Tridion--","90"
"24735","Visual Studio 2010","90"
"24736","FoxPro 2.0","78"
